Employee_Number,Age,CF_age_band,Gender,Marital_Status,Department,Job_Role,Job_Level,Education,Education_Field,Total_Working_Years,Years_At_Company,Years_In_Current_Role,Years_Since_Last_Promotion,Years_With_Curr_Manager,Monthly_Income,Percent_Salary_Hike,Stock_Option_Level,Job_Satisfaction,Environment_Satisfaction,Relationship_Satisfaction,Work_Life_Balance,Job_Involvement,Performance_Rating,Over_Time,Business_Travel,Distance_From_Home,Training_Times_Last_Year,Num_Companies_Worked,Attrition,CF_attrition_label,CF_current_Employee,Hourly_Rate,Daily_Rate,Monthly_Rate,Employee_Count,Standard_Hours,Over18
STAFF-1208,47,45 - 54,Male,Divorced,Finance,Finance Manager,2,PhD,Marketing,33,1,0,0,1,9645,18,2,1,3,4,3,1,3,No,Travel_Rarely,10,4,2,Yes,Ex-Employees,0,33,857,8885,1,80,Y
STAFF-1209,45,45 - 54,Male,Married,HR,HR Specialist,4,Bachelor's Degree,Marketing,25,1,0,0,1,13082,19,2,1,4,3,1,4,2,No,Travel_Rarely,1,2,1,No,Current Employees,1,41,1204,15120,1,80,Y
STAFF-1210,43,35 - 44,Female,Single,R&D,Healthcare Representative,2,Bachelor's Degree,Human Resources,21,4,1,0,3,7583,11,1,3,1,1,1,4,3,No,Non-Travel,19,2,1,No,Current Employees,1,53,853,27647,1,80,Y
STAFF-1211,55,Over 55,Male,Married,HR,HR Specialist,4,Bachelor's Degree,Other,36,7,0,0,1,14849,15,3,2,2,2,2,2,3,Yes,Travel_Rarely,12,2,1,No,Current Employees,1,75,914,14721,1,80,Y
STAFF-1212,18,Under 25,Male,Divorced,R&D,Manufacturing Director,1,Associates Degree,Technical Degree,0,0,0,0,0,6377,9,0,1,4,1,4,4,3,Yes,Travel_Rarely,6,2,2,Yes,Ex-Employees,0,61,1050,15121,1,80,Y
STAFF-1213,37,35 - 44,Female,Married,HR,Recruiter,2,Bachelor's Degree,Medical,12,9,0,0,0,6391,14,1,2,2,4,1,2,4,Yes,Non-Travel,20,3,4,Yes,Ex-Employees,0,65,720,12756,1,80,Y
STAFF-1214,40,35 - 44,Male,Married,IT,Software Engineer,1,Associates Degree,Technical Degree,18,0,0,0,0,4268,10,0,3,3,1,2,4,3,Yes,Travel_Rarely,21,1,1,Yes,Ex-Employees,0,81,757,15036,1,80,Y
STAFF-1215,42,35 - 44,Male,Divorced,Sales,Sales Representative,1,High School,Life Sciences,17,0,0,0,0,4718,10,0,2,2,4,1,2,2,No,Travel_Rarely,10,6,1,Yes,Ex-Employees,0,72,563,21498,1,80,Y
STAFF-1216,27,25 - 34,Male,Single,IT,IT Support,1,High School,Marketing,4,1,1,0,1,9541,18,0,3,1,3,3,2,3,No,Travel_Frequently,1,4,1,No,Current Employees,1,82,579,12400,1,80,Y
STAFF-1217,55,Over 55,Male,Divorced,Sales,Sales Executive,1,High School,Medical,42,1,1,0,0,5846,13,0,4,1,1,3,2,2,No,Travel_Frequently,5,6,1,Yes,Ex-Employees,0,78,717,12302,1,80,Y
STAFF-1218,29,25 - 34,Male,Divorced,IT,Data Analyst,4,Bachelor's Degree,Human Resources,11,1,1,0,0,12582,16,1,3,4,3,3,2,3,No,Non-Travel,1,2,2,Yes,Ex-Employees,0,95,648,16759,1,80,Y
STAFF-1219,38,35 - 44,Male,Single,Sales,Sales Representative,3,Bachelor's Degree,Other,25,0,0,0,0,14564,14,3,1,3,2,3,3,3,No,Travel_Rarely,1,6,1,No,Current Employees,1,75,367,16677,1,80,Y
STAFF-1220,21,Under 25,Male,Divorced,Sales,Sales Executive,2,Bachelor's Degree,Technical Degree,1,1,1,1,1,8502,21,0,3,1,4,1,1,2,Yes,Non-Travel,6,3,2,Yes,Ex-Employees,0,72,953,18729,1,80,Y
STAFF-1221,29,25 - 34,Male,Married,HR,HR Specialist,2,Bachelor's Degree,Other,0,0,0,0,0,8300,19,0,4,4,3,1,3,3,Yes,Non-Travel,3,4,7,Yes,Ex-Employees,0,32,999,11601,1,80,Y
STAFF-1222,22,Under 25,Male,Divorced,Sales,Sales Representative,1,Bachelor's Degree,Medical,3,3,2,2,0,8495,13,2,2,3,3,1,2,4,No,Travel_Rarely,4,6,1,Yes,Ex-Employees,0,61,519,15140,1,80,Y
STAFF-1223,38,35 - 44,Male,Single,R&D,Research Scientist,2,High School,Marketing,10,4,1,0,1,9113,14,0,4,3,2,1,3,3,No,Travel_Frequently,3,0,1,Yes,Ex-Employees,0,52,356,10358,1,80,Y
STAFF-1224,40,35 - 44,Female,Married,Sales,Manager,3,High School,Marketing,22,1,1,1,1,9463,20,0,1,4,2,1,2,3,Yes,Non-Travel,3,5,1,Yes,Ex-Employees,0,98,846,9989,1,80,Y
STAFF-1225,24,Under 25,Male,Married,IT,Software Engineer,2,Associates Degree,Technical Degree,0,0,0,0,0,9254,24,0,3,1,4,1,1,4,Yes,Non-Travel,22,4,3,No,Current Employees,1,59,1055,14142,1,80,Y
STAFF-1226,18,Under 25,Male,Married,Finance,Financial Analyst,2,PhD,Technical Degree,0,0,0,0,0,10856,10,2,1,2,2,2,2,3,No,Travel_Rarely,8,2,1,Yes,Ex-Employees,0,42,896,26650,1,80,Y
STAFF-1227,33,25 - 34,Female,Married,Marketing,Marketing Manager,2,Bachelor's Degree,Life Sciences,15,5,0,0,0,11847,14,2,2,4,2,4,3,3,No,Travel_Rarely,15,1,1,Yes,Ex-Employees,0,30,1281,18065,1,80,Y
STAFF-1228,34,25 - 34,Male,Married,Marketing,Marketing Specialist,3,Associates Degree,Medical,0,0,0,0,0,12981,8,2,1,3,1,3,3,3,No,Non-Travel,2,6,1,No,Current Employees,1,52,726,5499,1,80,Y
STAFF-1229,38,35 - 44,Male,Married,HR,HR Manager,2,Associates Degree,Marketing,10,2,0,0,0,9085,15,3,3,1,1,4,2,3,Yes,Travel_Frequently,2,5,1,Yes,Ex-Employees,0,125,607,13429,1,80,Y
STAFF-1230,27,25 - 34,Female,Single,Marketing,Content Creator,1,High School,Marketing,0,0,0,0,0,6504,10,0,4,4,3,3,4,2,No,Non-Travel,1,5,6,No,Current Employees,1,84,1016,15402,1,80,Y
STAFF-1231,31,25 - 34,Female,Married,Sales,Sales Executive,1,Bachelor's Degree,Human Resources,13,2,1,0,1,8871,19,0,4,2,2,2,3,3,No,Non-Travel,4,3,2,No,Current Employees,1,49,1180,16342,1,80,Y
STAFF-1232,34,25 - 34,Male,Divorced,Finance,Finance Manager,3,Master's Degree,Marketing,9,0,0,0,0,8933,13,3,4,3,4,4,1,3,No,Non-Travel,4,4,3,No,Current Employees,1,87,1156,14355,1,80,Y
STAFF-1233,28,25 - 34,Male,Married,Finance,Accountant,2,Bachelor's Degree,Human Resources,0,0,0,0,0,10945,13,1,1,1,1,1,3,3,No,Non-Travel,4,3,4,No,Current Employees,1,67,281,20546,1,80,Y
STAFF-1234,34,25 - 34,Male,Married,IT,Data Analyst,4,Bachelor's Degree,Other,9,9,5,0,0,13364,17,0,3,4,3,4,1,4,No,Non-Travel,8,4,1,No,Current Employees,1,66,1046,15790,1,80,Y
STAFF-1235,42,35 - 44,Female,Single,R&D,Healthcare Representative,2,Master's Degree,Technical Degree,15,3,0,0,1,9760,14,0,2,4,3,4,2,4,No,Travel_Rarely,11,2,1,No,Current Employees,1,78,866,8806,1,80,Y
STAFF-1236,31,25 - 34,Female,Single,Finance,Financial Analyst,1,Associates Degree,Other,14,2,2,0,2,6038,18,0,3,3,1,3,4,3,No,Travel_Rarely,7,5,2,Yes,Ex-Employees,0,79,683,13581,1,80,Y
STAFF-1237,47,45 - 54,Male,Single,Sales,Manager,1,High School,Technical Degree,28,7,0,0,0,6398,3,0,2,3,4,3,3,3,Yes,Travel_Frequently,13,4,1,Yes,Ex-Employees,0,69,922,22888,1,80,Y
STAFF-1238,31,25 - 34,Male,Single,HR,HR Specialist,2,Associates Degree,Human Resources,12,3,0,0,1,6750,10,1,3,4,3,3,2,3,Yes,Non-Travel,2,0,3,Yes,Ex-Employees,0,77,861,14842,1,80,Y
STAFF-1239,38,35 - 44,Male,Single,Sales,Sales Executive,3,PhD,Marketing,20,0,0,0,0,12197,23,0,4,2,3,1,3,4,No,Non-Travel,3,3,1,No,Current Employees,1,64,1403,15595,1,80,Y
STAFF-1240,26,25 - 34,Female,Single,Finance,Finance Manager,4,High School,Technical Degree,3,1,0,0,0,11843,13,0,4,4,3,3,1,3,Yes,Travel_Rarely,3,0,3,No,Current Employees,1,74,1024,16783,1,80,Y
STAFF-1241,45,45 - 54,Female,Married,Sales,Sales Representative,2,Master's Degree,Marketing,21,4,1,0,0,8600,16,0,1,3,4,1,2,3,No,Travel_Rarely,2,4,1,No,Current Employees,1,128,1028,13231,1,80,Y
STAFF-1242,44,35 - 44,Female,Single,Marketing,Marketing Manager,1,Bachelor's Degree,Technical Degree,25,0,0,0,0,8495,21,0,4,1,3,4,3,3,Yes,Travel_Rarely,3,1,1,Yes,Ex-Employees,0,77,669,7487,1,80,Y
STAFF-1243,24,Under 25,Male,Married,Marketing,Marketing Specialist,1,High School,Other,7,2,0,0,0,7770,17,0,2,2,4,4,1,3,Yes,Non-Travel,9,6,8,Yes,Ex-Employees,0,61,100,15871,1,80,Y
STAFF-1244,42,35 - 44,Male,Single,Marketing,Marketing Specialist,2,Bachelor's Degree,Human Resources,8,2,0,0,2,5019,19,0,4,3,4,2,4,3,No,Travel_Rarely,5,6,1,No,Current Employees,1,73,183,22432,1,80,Y
STAFF-1245,30,25 - 34,Female,Married,IT,IT Support,1,Bachelor's Degree,Marketing,11,11,6,0,1,5528,15,0,1,3,4,4,2,3,Yes,Travel_Frequently,6,2,1,Yes,Ex-Employees,0,66,688,15765,1,80,Y
STAFF-1246,18,Under 25,Female,Single,HR,HR Manager,2,Associates Degree,Life Sciences,0,0,0,0,0,7752,17,0,3,2,4,1,3,4,No,Travel_Frequently,19,0,3,Yes,Ex-Employees,0,38,403,13336,1,80,Y
STAFF-1247,47,45 - 54,Female,Divorced,R&D,Healthcare Representative,1,Bachelor's Degree,Marketing,20,3,2,0,3,6915,10,0,4,4,4,1,3,2,Yes,Travel_Rarely,3,5,1,Yes,Ex-Employees,0,55,1112,9369,1,80,Y
STAFF-1248,18,Under 25,Male,Divorced,IT,Software Engineer,3,High School,Other,5,1,1,1,0,11502,9,0,1,3,1,1,2,2,No,Non-Travel,1,3,1,Yes,Ex-Employees,0,99,208,16688,1,80,Y
STAFF-1249,64,Over 55,Male,Married,Marketing,Marketing Manager,2,High School,Marketing,40,2,0,0,2,9862,16,0,2,3,3,3,3,3,No,Travel_Frequently,8,1,1,No,Current Employees,1,31,640,13061,1,80,Y
STAFF-1250,51,45 - 54,Male,Divorced,R&D,Healthcare Representative,1,Associates Degree,Medical,31,3,0,0,2,8307,12,0,3,1,4,2,4,3,Yes,Non-Travel,2,5,1,No,Current Employees,1,40,423,10285,1,80,Y
STAFF-1251,37,35 - 44,Female,Single,Sales,Manager,3,Master's Degree,Marketing,12,0,0,0,0,10675,13,1,4,1,2,2,1,2,Yes,Travel_Rarely,1,4,7,Yes,Ex-Employees,0,81,707,22265,1,80,Y
STAFF-1252,42,35 - 44,Female,Married,Marketing,Marketing Specialist,1,Master's Degree,Other,19,5,1,1,0,5430,13,2,4,2,1,4,2,2,Yes,Travel_Rarely,2,4,1,No,Current Employees,1,57,770,14019,1,80,Y
STAFF-1253,41,35 - 44,Female,Married,Sales,Sales Representative,2,PhD,Other,26,4,3,0,2,7319,15,2,4,4,3,3,3,3,Yes,Travel_Rarely,17,1,2,No,Current Employees,1,63,873,12441,1,80,Y
STAFF-1254,21,Under 25,Female,Divorced,Finance,Financial Analyst,3,Associates Degree,Technical Degree,0,0,0,0,0,9305,16,2,2,4,2,3,4,3,No,Non-Travel,4,3,2,Yes,Ex-Employees,0,53,505,13866,1,80,Y
STAFF-1255,18,Under 25,Male,Married,Marketing,Marketing Specialist,1,Bachelor's Degree,Human Resources,0,0,0,0,0,6201,12,3,1,2,2,1,2,4,Yes,Non-Travel,10,6,3,Yes,Ex-Employees,0,76,1537,16758,1,80,Y
STAFF-1256,18,Under 25,Female,Married,Sales,Manager,1,Bachelor's Degree,Technical Degree,0,0,0,0,0,7815,19,2,4,1,3,3,1,3,No,Non-Travel,1,5,1,Yes,Ex-Employees,0,66,1372,5861,1,80,Y
STAFF-1257,21,Under 25,Male,Single,IT,Data Analyst,2,Bachelor's Degree,Life Sciences,2,0,0,0,0,7793,16,1,1,3,3,3,3,4,No,Non-Travel,17,3,3,No,Current Employees,1,98,854,18279,1,80,Y
STAFF-1258,41,35 - 44,Female,Divorced,Finance,Accountant,4,Master's Degree,Technical Degree,14,0,0,0,0,13271,28,1,1,1,3,1,4,3,No,Travel_Frequently,5,4,4,Yes,Ex-Employees,0,53,505,18810,1,80,Y
STAFF-1259,25,25 - 34,Female,Single,IT,Data Analyst,2,Bachelor's Degree,Marketing,3,3,0,0,0,9105,17,0,4,3,3,3,4,2,No,Travel_Frequently,4,2,2,Yes,Ex-Employees,0,70,141,16143,1,80,Y
STAFF-1260,18,Under 25,Female,Married,Finance,Financial Analyst,1,High School,Life Sciences,0,0,0,0,0,5597,18,0,2,1,3,4,1,3,No,Travel_Rarely,17,1,2,Yes,Ex-Employees,0,57,656,12336,1,80,Y
STAFF-1261,32,25 - 34,Male,Married,HR,Recruiter,2,Bachelor's Degree,Other,10,0,0,0,0,9176,8,1,2,3,1,1,4,3,No,Non-Travel,6,1,4,Yes,Ex-Employees,0,108,566,6266,1,80,Y
STAFF-1262,33,25 - 34,Male,Divorced,Sales,Manager,2,Bachelor's Degree,Life Sciences,9,4,4,3,4,7680,16,0,1,4,1,2,4,3,No,Travel_Rarely,1,0,1,No,Current Employees,1,54,750,13639,1,80,Y
STAFF-1263,45,45 - 54,Male,Single,Marketing,Marketing Manager,2,High School,Other,25,2,2,0,0,8149,11,0,3,2,4,3,1,3,No,Non-Travel,1,3,3,No,Current Employees,1,86,1076,10992,1,80,Y
STAFF-1264,27,25 - 34,Female,Single,HR,Recruiter,4,Bachelor's Degree,Technical Degree,4,0,0,0,0,11129,12,2,2,4,2,4,2,1,No,Travel_Frequently,3,3,1,Yes,Ex-Employees,0,57,979,8543,1,80,Y
STAFF-1265,54,45 - 54,Male,Married,HR,HR Manager,1,Bachelor's Degree,Other,30,1,0,0,1,6614,15,1,1,1,4,1,4,4,Yes,Non-Travel,9,4,1,Yes,Ex-Employees,0,84,682,18422,1,80,Y
STAFF-1266,29,25 - 34,Female,Divorced,Sales,Sales Executive,3,Bachelor's Degree,Medical,15,2,2,0,2,10089,17,3,4,1,1,1,2,3,Yes,Non-Travel,7,1,1,Yes,Ex-Employees,0,49,845,11710,1,80,Y
STAFF-1267,35,35 - 44,Male,Married,R&D,Manufacturing Director,1,High School,Other,18,1,0,0,1,8907,26,0,1,4,2,1,1,4,No,Non-Travel,4,4,3,Yes,Ex-Employees,0,68,444,8325,1,80,Y
STAFF-1268,38,35 - 44,Male,Single,Finance,Accountant,3,Bachelor's Degree,Life Sciences,19,0,0,0,0,12868,15,3,2,4,4,3,1,3,No,Non-Travel,11,2,1,No,Current Employees,1,46,206,15459,1,80,Y
STAFF-1269,23,Under 25,Female,Married,HR,HR Specialist,1,Bachelor's Degree,Technical Degree,0,0,0,0,0,5450,0,0,3,4,2,1,1,3,No,Travel_Rarely,21,0,1,Yes,Ex-Employees,0,50,614,13317,1,80,Y
STAFF-1270,32,25 - 34,Female,Divorced,IT,Data Analyst,1,Associates Degree,Life Sciences,14,7,1,1,2,5833,9,0,4,1,3,3,1,4,Yes,Travel_Frequently,5,5,2,No,Current Employees,1,60,582,16499,1,80,Y
STAFF-1271,29,25 - 34,Female,Married,IT,Software Engineer,1,High School,Human Resources,16,1,1,0,1,5406,11,1,4,4,4,2,2,3,No,Travel_Rarely,3,0,3,No,Current Employees,1,83,385,20073,1,80,Y
STAFF-1272,39,35 - 44,Male,Married,Marketing,Marketing Manager,1,PhD,Medical,21,1,1,1,1,6551,21,0,2,2,2,2,2,3,Yes,Travel_Frequently,1,6,1,Yes,Ex-Employees,0,63,1410,10803,1,80,Y
STAFF-1273,18,Under 25,Female,Divorced,HR,Recruiter,2,Bachelor's Degree,Life Sciences,0,0,0,0,0,8442,22,1,2,2,2,4,1,2,Yes,Non-Travel,1,1,2,No,Current Employees,1,43,1224,21809,1,80,Y
STAFF-1274,18,Under 25,Male,Single,IT,IT Support,2,PhD,Marketing,0,0,0,0,0,10968,19,0,2,4,3,4,3,3,No,Non-Travel,1,3,3,Yes,Ex-Employees,0,42,470,13600,1,80,Y
STAFF-1275,18,Under 25,Male,Married,R&D,Research Scientist,2,Master's Degree,Medical,0,0,0,0,0,10247,13,0,3,4,4,3,2,2,Yes,Travel_Rarely,2,1,2,Yes,Ex-Employees,0,58,1103,14082,1,80,Y
STAFF-1276,20,Under 25,Male,Divorced,Finance,Accountant,1,Bachelor's Degree,Life Sciences,0,0,0,0,0,5091,15,0,2,4,3,4,1,2,No,Travel_Frequently,3,4,5,No,Current Employees,1,71,501,17551,1,80,Y
STAFF-1277,27,25 - 34,Male,Single,Sales,Manager,1,Associates Degree,Medical,8,1,0,0,0,5729,5,1,3,4,2,3,2,3,No,Non-Travel,5,5,2,Yes,Ex-Employees,0,60,582,17121,1,80,Y
STAFF-1278,32,25 - 34,Male,Married,Sales,Sales Representative,1,Bachelor's Degree,Marketing,12,1,1,1,1,9356,8,0,1,3,1,2,2,3,No,Travel_Rarely,2,5,2,Yes,Ex-Employees,0,102,410,8635,1,80,Y
STAFF-1279,29,25 - 34,Female,Married,Finance,Financial Analyst,2,Master's Degree,Other,10,0,0,0,0,9740,14,0,1,4,1,1,2,1,No,Travel_Rarely,6,3,1,Yes,Ex-Employees,0,50,774,14775,1,80,Y
STAFF-1280,48,45 - 54,Female,Single,HR,HR Specialist,2,Master's Degree,Human Resources,39,0,0,0,0,9463,15,1,1,2,4,3,1,3,No,Travel_Frequently,3,1,1,Yes,Ex-Employees,0,51,394,20812,1,80,Y
STAFF-1281,35,35 - 44,Male,Divorced,Sales,Sales Representative,2,PhD,Marketing,3,2,2,0,2,9030,23,1,2,1,2,2,4,3,Yes,Non-Travel,17,3,1,Yes,Ex-Employees,0,75,1125,15170,1,80,Y
STAFF-1282,45,45 - 54,Male,Divorced,IT,Data Analyst,1,Bachelor's Degree,Technical Degree,24,5,0,0,0,4911,15,0,3,2,2,2,4,3,No,Travel_Rarely,1,0,2,Yes,Ex-Employees,0,63,443,14882,1,80,Y
STAFF-1283,34,25 - 34,Female,Married,IT,Data Analyst,1,Bachelor's Degree,Human Resources,11,2,2,0,2,6940,10,1,3,2,3,1,2,3,Yes,Travel_Rarely,1,2,1,Yes,Ex-Employees,0,64,1360,24230,1,80,Y
STAFF-1284,30,25 - 34,Female,Married,Sales,Manager,2,Associates Degree,Medical,0,0,0,0,0,9320,14,0,1,1,2,1,2,1,No,Non-Travel,30,4,2,Yes,Ex-Employees,0,103,711,5000,1,80,Y
STAFF-1285,38,35 - 44,Female,Married,Finance,Financial Analyst,1,Bachelor's Degree,Technical Degree,18,0,0,0,0,6467,13,1,1,2,1,3,3,4,No,Non-Travel,5,3,4,No,Current Employees,1,54,417,9736,1,80,Y
STAFF-1286,34,25 - 34,Male,Single,Finance,Financial Analyst,3,Bachelor's Degree,Technical Degree,9,1,1,0,1,9383,17,0,2,3,4,2,2,3,No,Non-Travel,1,1,3,Yes,Ex-Employees,0,45,437,15729,1,80,Y
STAFF-1287,18,Under 25,Female,Married,Marketing,Marketing Manager,2,Bachelor's Degree,Marketing,0,0,0,0,0,10730,14,0,2,2,3,3,1,1,No,Travel_Rarely,1,0,1,Yes,Ex-Employees,0,54,660,11770,1,80,Y
STAFF-1288,18,Under 25,Male,Single,IT,Software Engineer,3,High School,Medical,0,0,0,0,0,9043,15,0,1,4,1,1,2,2,No,Non-Travel,5,1,4,Yes,Ex-Employees,0,56,556,16234,1,80,Y
STAFF-1289,39,35 - 44,Male,Divorced,HR,HR Manager,2,Bachelor's Degree,Marketing,11,2,2,0,1,8617,21,0,1,3,4,1,1,4,No,Travel_Rarely,1,4,1,No,Current Employees,1,98,1041,11794,1,80,Y
STAFF-1290,32,25 - 34,Female,Single,Sales,Manager,1,Associates Degree,Medical,0,0,0,0,0,6664,11,1,4,3,4,2,3,3,No,Travel_Frequently,19,0,1,Yes,Ex-Employees,0,30,604,15680,1,80,Y
STAFF-1291,54,45 - 54,Male,Married,Sales,Sales Representative,1,Bachelor's Degree,Human Resources,36,2,2,2,2,7615,12,0,4,4,2,4,2,3,No,Travel_Frequently,8,2,1,No,Current Employees,1,62,622,16250,1,80,Y
STAFF-1292,18,Under 25,Male,Single,Marketing,Content Creator,2,Associates Degree,Marketing,0,0,0,0,0,10611,10,0,4,4,4,1,4,3,No,Travel_Rarely,3,4,2,No,Current Employees,1,55,729,9368,1,80,Y
STAFF-1293,39,35 - 44,Female,Single,IT,IT Support,1,Master's Degree,Life Sciences,15,4,1,1,1,7542,20,0,4,4,1,1,2,4,No,Travel_Frequently,1,3,1,No,Current Employees,1,30,973,15054,1,80,Y
STAFF-1294,29,25 - 34,Female,Single,HR,Recruiter,2,Bachelor's Degree,Medical,1,1,1,1,0,10288,18,1,3,3,3,1,1,3,No,Travel_Rarely,1,2,2,Yes,Ex-Employees,0,62,1113,23014,1,80,Y
STAFF-1295,32,25 - 34,Male,Married,R&D,Healthcare Representative,2,Bachelor's Degree,Other,19,3,0,0,1,11384,13,0,4,2,4,4,1,2,No,Non-Travel,7,6,2,No,Current Employees,1,30,555,24165,1,80,Y
STAFF-1296,38,35 - 44,Female,Married,Marketing,Content Creator,1,Master's Degree,Human Resources,19,4,1,0,4,6978,23,2,3,4,2,1,2,3,Yes,Non-Travel,23,2,1,Yes,Ex-Employees,0,46,688,20244,1,80,Y
STAFF-1297,23,Under 25,Male,Divorced,Sales,Manager,2,High School,Technical Degree,3,0,0,0,0,10469,10,1,1,2,4,4,2,3,No,Non-Travel,33,6,1,Yes,Ex-Employees,0,52,924,15598,1,80,Y
STAFF-1298,37,35 - 44,Male,Single,HR,HR Specialist,4,Master's Degree,Marketing,14,4,4,1,3,14440,12,2,3,3,1,2,4,3,No,Travel_Rarely,11,3,3,No,Current Employees,1,60,735,6266,1,80,Y
STAFF-1299,43,35 - 44,Female,Single,HR,HR Manager,2,Associates Degree,Human Resources,26,1,1,1,0,10841,11,0,3,1,3,3,2,2,No,Travel_Rarely,1,5,1,Yes,Ex-Employees,0,58,689,19215,1,80,Y
STAFF-1300,43,35 - 44,Female,Married,Marketing,Marketing Manager,4,Master's Degree,Medical,27,4,0,0,4,13590,23,0,3,4,2,4,3,3,No,Non-Travel,19,3,3,No,Current Employees,1,97,843,19933,1,80,Y
STAFF-1301,34,25 - 34,Female,Single,Finance,Finance Manager,4,Associates Degree,Life Sciences,8,1,1,1,1,8308,16,1,3,4,2,4,2,3,No,Travel_Rarely,19,2,1,No,Current Employees,1,64,737,9328,1,80,Y
STAFF-1302,24,Under 25,Female,Divorced,Sales,Sales Representative,1,High School,Life Sciences,0,0,0,0,0,8328,6,0,4,4,1,4,1,2,Yes,Non-Travel,8,2,3,Yes,Ex-Employees,0,88,942,8605,1,80,Y
STAFF-1303,28,25 - 34,Male,Divorced,IT,Data Analyst,2,Master's Degree,Technical Degree,5,1,1,0,0,9588,7,0,1,1,4,2,2,3,Yes,Non-Travel,1,2,8,Yes,Ex-Employees,0,34,1048,15848,1,80,Y
STAFF-1304,35,35 - 44,Female,Divorced,IT,IT Support,2,High School,Other,16,3,0,0,0,12080,8,2,2,4,3,3,2,3,No,Non-Travel,5,5,1,No,Current Employees,1,38,824,20708,1,80,Y
STAFF-1305,33,25 - 34,Male,Single,R&D,Healthcare Representative,2,Master's Degree,Human Resources,9,1,1,0,1,8803,16,2,2,3,3,3,3,3,Yes,Travel_Rarely,12,2,4,No,Current Employees,1,86,100,15064,1,80,Y
STAFF-1306,31,25 - 34,Male,Single,Sales,Sales Executive,2,Master's Degree,Marketing,5,0,0,0,0,11419,19,3,3,1,3,2,1,3,No,Travel_Frequently,10,6,2,Yes,Ex-Employees,0,68,408,17731,1,80,Y
STAFF-1307,18,Under 25,Female,Single,R&D,Research Scientist,1,High School,Technical Degree,0,0,0,0,0,6111,19,1,1,3,2,2,4,3,No,Travel_Frequently,12,4,1,Yes,Ex-Employees,0,36,1084,12934,1,80,Y
STAFF-1308,23,Under 25,Female,Single,Finance,Accountant,1,Bachelor's Degree,Medical,1,1,1,1,0,5788,11,2,3,1,1,2,1,3,No,Non-Travel,1,3,2,Yes,Ex-Employees,0,76,955,6782,1,80,Y
STAFF-1309,39,35 - 44,Male,Single,Marketing,Marketing Specialist,2,Master's Degree,Marketing,12,10,2,0,1,9212,16,0,1,2,2,3,3,4,No,Non-Travel,1,4,2,No,Current Employees,1,75,662,7174,1,80,Y
STAFF-1310,33,25 - 34,Female,Single,Marketing,Content Creator,2,Bachelor's Degree,Life Sciences,5,0,0,0,0,9409,8,1,2,1,2,4,1,3,No,Travel_Frequently,4,3,5,Yes,Ex-Employees,0,75,730,20746,1,80,Y
STAFF-1311,28,25 - 34,Male,Divorced,HR,HR Specialist,1,PhD,Medical,0,0,0,0,0,8174,22,0,3,3,2,2,4,2,Yes,Non-Travel,4,2,1,No,Current Employees,1,50,1242,19414,1,80,Y
STAFF-1312,41,35 - 44,Male,Married,IT,Software Engineer,2,Master's Degree,Other,17,3,1,1,1,10336,8,3,1,3,4,4,2,3,No,Travel_Rarely,1,6,3,No,Current Employees,1,33,1130,19464,1,80,Y
STAFF-1313,35,35 - 44,Male,Single,HR,Recruiter,2,Bachelor's Degree,Marketing,21,1,1,1,1,7798,5,0,3,4,3,3,3,3,Yes,Non-Travel,4,4,3,No,Current Employees,1,66,541,14826,1,80,Y
STAFF-1314,32,25 - 34,Male,Single,IT,Software Engineer,1,High School,Life Sciences,17,1,0,0,1,9792,21,3,3,3,3,4,3,3,No,Non-Travel,1,0,2,No,Current Employees,1,39,100,11562,1,80,Y
STAFF-1315,41,35 - 44,Male,Divorced,HR,HR Manager,1,Bachelor's Degree,Human Resources,14,0,0,0,0,6401,21,0,3,2,3,4,2,4,No,Non-Travel,14,0,1,No,Current Employees,1,85,609,9032,1,80,Y
STAFF-1316,18,Under 25,Female,Married,Sales,Sales Executive,2,Master's Degree,Medical,0,0,0,0,0,8704,9,3,3,3,4,1,1,3,No,Non-Travel,10,3,1,No,Current Employees,1,62,691,10512,1,80,Y
STAFF-1317,42,35 - 44,Male,Married,IT,Software Engineer,2,Bachelor's Degree,Other,35,3,2,1,3,6105,19,1,3,1,1,1,4,3,No,Travel_Rarely,10,4,3,No,Current Employees,1,44,764,19229,1,80,Y
STAFF-1318,53,45 - 54,Male,Married,HR,Recruiter,1,PhD,Marketing,32,3,1,1,0,7218,22,0,4,3,4,2,3,3,No,Travel_Rarely,5,3,2,No,Current Employees,1,43,1318,10088,1,80,Y
STAFF-1319,47,45 - 54,Male,Married,Sales,Sales Executive,1,PhD,Life Sciences,27,0,0,0,0,5383,23,1,4,1,1,2,1,3,No,Non-Travel,10,4,2,No,Current Employees,1,92,499,18281,1,80,Y
STAFF-1320,33,25 - 34,Female,Divorced,Marketing,Marketing Manager,1,Bachelor's Degree,Other,11,11,1,0,3,8211,2,0,4,4,1,3,1,3,Yes,Non-Travel,19,4,2,No,Current Employees,1,56,921,17256,1,80,Y
STAFF-1321,39,35 - 44,Female,Married,Marketing,Marketing Specialist,4,Bachelor's Degree,Marketing,11,7,7,1,1,14645,15,2,3,4,4,2,1,4,No,Travel_Rarely,5,4,1,Yes,Ex-Employees,0,35,687,13867,1,80,Y
